NBI-00139|yi4 shang1|AS3|539|M|3 3|1.184
NBI-00140|kun1 hang2|AS3|197|F|1 4|0.976
NBI-00141|da4 ning2|AS3|239|F|4 3|0.976
NBI-00142|qing1 wen2|THS|041|F|3 2|0.976
NBI-00143|ju4 ke1|THS|272|F|3 3|0.944
NBI-00144|dai4 xue3|AS3|531|M|3 3|0.912
NBI-00145|tong2 bi3|AS3|263|F|2 4|1.072
NBI-00146|bei4 dan1|THS|052|F|4 3|1.360
NBI-00147|xia4 ban4|AS1|461|F|4 1|1.072
NBI-00148|liu4 lu4|AS3|512|F|1 4|0.912
NBI-00149|zhe4 jiang1|AS1|070|M|4 3|0.992
NBI-00150|tai2 shang4|THS|063|F|4 3|0.960
NBI-00151|bu4 jia1|THS|042|F|4 3|0.992
NBI-00152|wen2 ti3|THS|277|F|2 1|0.944
NBI-00153|jian1 guan3|AS3|239|F|1 4|0.912
NBI-00154|xue2 yuan4|THS|272|F|3 3|0.976
NBI-00155|xing1 ji4|AS3|533|M|3 3|1.008
NBI-00156|zhe4 ci4|CSM|543|F|1 3|1.168
NBI-00157|men2 kou3|AS3|525|M|3 4|1.504
NBI-00158|fang2 wu1|AS1|553|M|4 3|0.960
NBI-00159|jing4 wen2|THS|048|F|4 3|0.992
NBI-00160|jiao4 lian4|AS1|474|F|3 3|1.024
NBI-00161|er2 shi4|AS3|247|F|1 4|1.120
NBI-00162|kai1 zhan2|AS3|261|F|1 3|0.912
NBI-00163|tan4 suo3|AS1|578|M|3 3|0.960
NBI-00164|ri4 qian2|CSM|543|F|4 3|0.992
NBI-00165|qi1 si4|AS3|215|F|1 1|1.104
NBI-00166|yi1 er4|AS3|235|F|1 1|1.200
NBI-00167|liu4 wan4|AS3|535|M|3 3|0.944
NBI-00168|yao4 ai4|AS3|160|F|4 1|1.040
NBI-00169|yu4 bi3|AS1|371|F|1 1|0.992
NBI-00170|er2 xia4|THS|031|F|3 4|0.912
NBI-00171|hao2 qing2|THS|026|F|2 3|1.008
NBI-00172|ying3 xing1|AS1|103|M|3 3|0.944
NBI-00173|mei3 ri4|AS1|404|F|3 3|0.928
NBI-00174|shen2 yun4|THS|040|F|3 4|1.376
NBI-00175|xin1 jing1|AS3|242|F|3 3|0.960
NBI-00176|sui2 hou4|AS1|477|F|3 4|1.008
NBI-00177|shou3 hou4|AS1|594|M|4 3|1.888
NBI-00178|bao4 she4|THS|043|F|4 3|0.976
NBI-00179|er4 ling2|AS1|337|F|3 3|1.056
NBI-00180|dan4 zai4|THS|278|F|3 3|1.024
NBI-00181|er4 qi1|AS3|521|M|3 3|1.040
NBI-00182|sa3 tuo1|THS|047|F|3 3|0.992
NBI-00183|zuo4 wei2|AS3|239|F|4 3|0.944
NBI-00184|zou3 shi4|AS1|438|F|1 4|1.648
NBI-00185|jia1 san1|AS3|221|F|3 1|0.960
NBI-00186|ping2 tan2|AS1|089|M|3 1|0.944
NBI-00187|hua4 yuan2|THS|021|F|1 2|1.056
NBI-00188|zhuang4 da4|AS3|530|M|4 3|1.040
NBI-00189|yao1 ba1|AS3|216|F|3 3|1.280
NBI-00190|san1 qi1|CSM|543|F|3 3|0.912
NBI-00191|nan2 jing1|AS1|556|M|2 3|1.072
NBI-00192|han4 kou2|AS3|539|M|4 3|1.040
NBI-00193|tong4 ku1|AS3|523|M|3 3|1.520
NBI-00194|zhi2 wu4|AS3|517|M|3 3|0.928
NBI-00195|dong1 nan2|THS|059|F|3 3|1.040
NBI-00196|yan4 fu2|THS|053|F|3 2|1.040
NBI-00197|jin1 tian1|THS|062|F|3 3|1.568
NBI-00198|dao4 jia1|THS|064|F|1 1|0.928
NBI-00199|luo4 shi2|THS|031|F|1 3|1.072
NBI-00200|jue2 sheng4|AS1|324|F|3 4|1.440
NBI-00201|zhuan4 xie3|THS|025|F|3 3|1.376
NBI-00202|qi3 dao4|AS1|606|M|3 3|0.944
NBI-00203|bei4 gan3|THS|057|F|3 3|1.104
NBI-00204|ba1 xi1|AS3|259|F|3 1|0.960
NBI-00205|xian1 qian2|CSM|543|F|1 3|1.008
NBI-00206|min2 yong4|THS|037|F|1 1|1.056
NBI-00207|cao2 yu2|THS|036|F|1 4|1.840
NBI-00208|jie2 guo3|THS|051|F|3 3|1.952
NBI-00209|da4 xiu4|AS1|499|M|3 4|2.176
NBI-00210|jiu3 yue4|AS1|143|M|1 2|1.488
NBI-00211|lao3 ren2|AS1|508|M|3 3|1.056
NBI-00212|dian4 ying2|AS3|257|F|1 1|1.296
NBI-00213|er4 ling2|AS1|556|M|3 4|1.120
NBI-00214|dou1 yong4|THS|049|F|1 3|1.104
NBI-00215|qi2 zhong1|AS1|366|F|3 1|1.200
NBI-00216|xu2 xi1|THS|019|F|3 1|1.408
NBI-00217|cai4 pu3|AS3|512|F|1 4|1.744
NBI-00218|qian2 jing3|AS1|581|M|3 4|1.120
NBI-00219|dong4 wu4|AS3|526|M|3 1|1.584
NBI-00220|yan3 yuan2|AS3|218|F|3 3|1.296
NBI-00221|jiu3 yao1|AS3|245|F|3 3|1.072
NBI-00222|shen3 nan2|AS3|213|F|3 3|1.056
NBI-00223|ze2 ren4|AS3|527|M|3 3|0.944
NBI-00224|ya2 gen1|THS|057|F|3 3|0.928
NBI-00225|zuo4 wui2|AS1|446|F|4 3|0.944
NBI-00226|zhe4 yi4|AS3|517|M|3 3|0.928
NBI-00227|jin1 tian1|AS1|337|F|3 3|1.136
NBI-00228|san1 qian1|AS1|287|F|3 3|1.120
NBI-00229|ke4 hu4|THS|042|F|4 3|1.328
NBI-00230|shang4 shu4|AS1|148|M|4 3|1.104
NBI-00231|qi4 xi1|AS3|539|M|3 3|2.240
NBI-00232|da4 ting1|AS1|316|F|1 1|1.040
NBI-00233|dian4 ying2|AS3|522|M|4 3|1.440
NBI-00234|zheng4 ce4|AS1|346|F|4 1|0.992
NBI-00235|dian4 ying2|AS3|517|M|4 3|1.280
NBI-00236|dian4 ying3|AS3|536|M|3 1|0.928
NBI-00237|liao2 ning2|THS|045|F|2 1|1.008
NBI-00238|ji4 zhe3|AS1|106|M|4 2|1.024
NBI-00239|ze2 ren4|AS1|467|F|3 4|1.008
NBI-00240|xiang1 zhen4|AS3|223|F|1 3|1.648
NBI-00241|qi2 ci4|CSM|543|F|3 4|1.104
NBI-00242|zhe4 zhong3|THS|063|F|3 3|1.328
NBI-00243|ming2 shuo1|THS|053|F|3 3|1.104
NBI-00244|bei4 chai1|AS1|333|F|1 3|0.992
NBI-00245|jie1 jin4|AS3|249|F|1 3|0.928
NBI-00246|nong2 min2|THS|065|F|3 3|1.344
NBI-00247|si4 nian2|AS3|254|F|1 2|0.944
NBI-00248|tiao4 wang4|THS|038|F|2 1|1.152
NBI-00249|chong2 zhen1|THS|024|F|3 1|1.024
NBI-00250|gai1 shu1|THS|059|F|3 3|2.288
NBI-00251|jiang4 di1|AS1|129|M|4 2|1.168
NBI-00252|wang4 ji4|AS3|512|F|1 1|0.976
NBI-00253|ping2 jun1|AS1|346|F|1 1|1.200
NBI-00254|nei4 jing1|THS|052|F|3 3|0.912
NBI-00255|shang4 wui4|AS1|491|M|4 1|1.184
NBI-00256|shao4 ping2|THS|066|F|4 3|1.424
NBI-00257|ba4 sai4|AS3|541|M|4 3|1.056
NBI-00258|hui2 dao4|THS|053|F|1 4|1.104
NBI-00259|qiang2 gen1|THS|544|M|3 3|1.248
NBI-00260|quan2 qu1|AS1|343|F|3 3|1.296
NBI-00261|wan4 ke1|AS1|419|F|4 3|1.040
NBI-00262|jin1 qiu1|THS|057|F|3 3|1.616
NBI-00263|shang4 you2|AS3|541|M|3 3|0.912
NBI-00264|qi2 lin2|THS|277|F|3 3|1.152
NBI-00265|tong1 zhi1|AS1|290|F|3 3|0.928
NBI-00266|jian4 zhu4|THS|054|M|4 1|0.976
NBI-00267|jian4 xi2|AS3|253|F|4 1|1.008
NBI-00268|wu4 you2|AS3|529|M|4 3|1.072
NBI-00269|yu4 liang4|AS1|405|F|1 4|0.912
NBI-00270|wan4 ba1|AS3|533|M|3 3|1.072
NBI-00271|fang1 mian4|AS3|196|F|3 3|1.024
NBI-00272|yu4 ji4|AS3|532|M|1 3|0.944
NBI-00273|wu2 guang1|THS|019|F|2 3|0.944
NBI-00274|er4 ling2|AS3|523|M|1 2|1.344
NBI-00275|ru2 hua2|AS1|345|F|3 3|1.168
NBI-00276|ji4 zhe3|AS1|339|F|3 3|1.040
NBI-00277|gu4 gong1|AS1|143|M|3 3|1.296
NBI-00278|san1 bai3|AS3|251|F|1 4|0.912
NBI-00279|zhu4 zai4|THS|064|F|1 1|0.992
NBI-00280|dui4 yu2|AS1|316|F|1 1|1.104
NBI-00281|ren2 wu4|AS3|526|M|2 2|1.632
NBI-00282|er2 sheng1|THS|060|F|3 3|1.008
NBI-00283|shi4 jiang1|AS3|534|M|3 3|0.960
NBI-00284|ji4 shu4|AS1|438|F|4 1|0.960
NBI-00285|er4 quan2|AS3|260|F|4 3|1.056
NBI-00286|yao1 san1|AS3|216|F|3 3|1.536
NBI-00287|jian4 yi4|CSM|543|F|1 1|0.912
NBI-00288|shi4 min2|AS3|511|F|1 3|1.264
NBI-00289|xia4 yi4|THS|271|F|3 4|1.168
NBI-00290|ao4 li4|AS3|519|M|4 3|1.216
NBI-00291|xiang1 zhen4|AS3|198|F|1 1|0.912
NBI-00292|nong2 min2|THS|053|F|2 3|1.024
NBI-00293|shi4 you2|AS3|260|F|4 3|1.632
NBI-00294|fang2 dai4|AS1|131|M|3 4|0.928
NBI-00295|yang1 shi4|AS1|419|F|3 4|1.056
NBI-00296|yi3 ji2|AS3|246|F|3 3|0.912
NBI-00297|min2 jing3|AS1|428|F|2 2|0.960
NBI-00298|jing1 ye4|THS|059|F|3 4|1.008
NBI-00299|si4 wan4|AS3|528|M|3 3|0.992
NBI-00300|shi2 yue4|THS|544|M|3 4|1.184
NBI-00301|dang4 wan3|CSM|543|F|1 3|0.944
NBI-00302|quan2 guo2|AS1|117|M|2 3|1.072
NBI-00303|er4 shi4|THS|065|F|3 3|1.152
NBI-00304|cheng2 jie1|THS|272|F|3 3|1.024
NBI-00305|dan4 shi4|AS3|270|F|1 3|0.992
NBI-00306|wang3 zhan4|AS1|149|M|3 3|0.928
NBI-00307|dian4 ying3|AS3|516|M|4 2|1.440
NBI-00308|jing1 dong1|AS3|539|M|3 3|1.136
NBI-00309|hu4 shi4|AS1|089|M|3 3|1.120
NBI-00310|ye4 you2|AS3|256|F|3 3|1.216
NBI-00311|du1 cu4|AS1|337|F|3 4|0.960
NBI-00312|yan2 zhong4|AS1|439|F|2 1|1.136
NBI-00313|gang1 xu1|AS1|106|M|3 3|1.088
NBI-00314|er4 ling2|AS3|523|M|4 3|1.008
NBI-00315|er2 ju4|AS1|557|M|4 3|1.056
NBI-00316|sun1 yang2|AS3|248|F|1 3|0.960
NBI-00317|yi2 you3|AS3|247|F|2 4|1.104
NBI-00318|hua1 yuan2|THS|060|F|1 3|0.928
NBI-00319|fan2 shi4|AS3|249|F|3 4|1.088
NBI-00320|fang2 di4|AS1|489|F|3 3|0.976
NBI-00321|cheng2 gong4|THS|272|F|3 4|0.992
NBI-00322|wui4 guo2|AS1|325|F|3 3|1.216
NBI-00323|xia4 fa1|AS1|324|F|3 3|1.056
NBI-00324|bing4 zai4|AS1|114|M|4 3|0.992
NBI-00325|rong2 zi1|AS1|490|F|3 3|1.216
NBI-00326|er2 tao2|THS|023|F|3 3|0.912
NBI-00327|bu2 dui4|THS|025|F|2 3|0.944
NBI-00328|shi4 ban4|AS3|255|F|1 1|0.912
NBI-00329|xin1 miao2|AS3|169|F|1 1|0.944
NBI-00330|tan4 suo3|AS1|395|F|3 3|1.008
NBI-00331|he2 er2|THS|030|F|3 2|0.944
NBI-00332|zhong1 yang1|AS1|380|F|3 1|1.008
NBI-00333|fang4 shou3|AS3|511|F|1 3|0.960
NBI-00334|ba1 xun2|AS3|511|F|1 3|1.072
NBI-00335|san1 wu3|AS3|246|F|3 3|1.024
NBI-00336|xia4 lou2|THS|059|F|4 3|1.040
NBI-00337|dian4 tang2|AS1|332|F|3 2|1.040
NBI-00338|ling2 chen2|THS|272|F|3 3|1.664
NBI-00339|zheng4 cun1|AS3|529|M|1 1|1.232
NBI-00340|bu2 qi4|THS|052|F|3 4|1.424
NBI-00341|yuan2 qian2|THS|025|F|2 3|0.912
NBI-00342|gu4 shi4|AS3|613|M|3 1|1.104
NBI-00343|shang4 zhou1|AS1|078|M|3 3|1.088
NBI-00344|heng2 da4|AS1|454|F|3 4|1.040
NBI-00345|jiu3 qian1|AS3|539|M|3 3|1.152
NBI-00346|you2 xi4|AS3|516|M|3 3|1.392
NBI-00347|shi4 wei3|AS3|182|F|1 3|1.264
NBI-00348|bu4 neng2|THS|272|F|4 3|1.152
NBI-00349|dian4 ying2|AS3|261|F|4 3|1.424
NBI-00350|wan4 ke1|AS1|074|M|4 3|1.264
NBI-00351|yang2 guang1|AS1|079|M|3 1|1.040
NBI-00352|guo4 du4|AS3|517|M|3 3|1.216
NBI-00353|wan4 ling2|AS3|269|F|1 1|1.344
NBI-00354|zheng4 gang1|AS3|517|M|3 3|1.120
NBI-00355|ling4 wai4|THS|021|F|1 1|0.960
NBI-00356|shen2 han4|THS|041|F|3 3|1.552
NBI-00357|ling4 wai4|THS|063|F|3 3|1.440
NBI-00358|wen2 hua4|THS|054|M|3 4|0.960
NBI-00359|xiang1 bi3|AS1|326|F|1 4|1.072
NBI-00360|kan4 lai2|CSM|543|F|1 3|0.928
NBI-00361|jing1 ji4|AS1|331|F|1 3|1.040
NBI-00362|bing4 qie3|AS1|300|F|4 1|0.912
NBI-00363|hong2 xian4|AS3|517|M|2 3|1.040
NBI-00364|ju4 jin1|AS3|523|M|4 3|1.200
NBI-00365|yu4 liang4|AS1|411|F|1 3|0.944
NBI-00366|zhi2 wu4|AS3|223|F|3 4|1.552
NBI-00367|bao1 kuo4|AS3|239|F|3 3|1.024
NBI-00368|yi2 ding4|THS|060|F|3 4|1.200
NBI-00369|jin4 ri4|CSM|543|F|1 3|1.088
NBI-00370|tou2 zhi1|AS3|260|F|3 3|1.232
NBI-00371|yao1 san1|AS3|216|F|3 3|0.992
NBI-00372|zan4 xing2|AS1|391|F|4 3|0.944
NBI-00373|hua4 jia1|AS3|540|M|4 3|1.584
NBI-00374|pang2 bian1|THS|042|F|3 3|1.088
NBI-00375|zhi2 zhi4|AS1|563|M|4 4|0.944
NBI-00376|re4 xiao1|AS1|338|F|1 1|1.072
NBI-00377|jiang1 qi2|AS3|195|F|4 3|0.944
NBI-00378|shi1 ci2|AS3|269|F|1 1|1.392
NBI-00379|si4 bai3|AS3|512|F|1 3|0.944
NBI-00380|chuan2 lai2|THS|057|F|3 3|0.960
NBI-00381|guo2 wai4|THS|272|F|3 4|1.056
NBI-00382|he2 mou3|AS1|571|M|3 4|0.960
NBI-00383|nong2 cun1|THS|053|F|2 3|1.104
NBI-00384|sui1 ran2|AS3|249|F|1 4|1.024
NBI-00385|liu4 ling2|AS3|259|F|4 3|1.088
NBI-00386|tai4 yuan2|THS|036|F|1 2|1.008
NBI-00387|dong1 wan3|AS1|382|F|1 4|0.992
NBI-00388|ming4 sang4|AS1|491|M|1 2|1.184
NBI-00389|feng1 shou1|THS|057|F|3 3|0.944
NBI-00390|dian4 yuan2|AS3|524|M|3 3|0.912
NBI-00391|xian2 fan4|AS1|554|M|2 1|1.168
NBI-00392|xin1 jing1|AS1|289|F|3 3|0.944
NBI-00393|cheng2 fei1|AS1|488|F|3 3|1.216
NBI-00394|mian4 lin2|AS3|524|M|3 3|0.976
NBI-00395|dan4 shi4|AS3|270|F|3 3|0.912
NBI-00396|guan1 shang4|AS3|216|F|3 4|0.912
NBI-00397|guo2 nei4|AS1|131|M|3 4|0.944
NBI-00398|si4 qian1|AS3|533|M|4 3|1.168
NBI-00399|i4 wan4|AS1|426|F|1 1|1.072
NBI-00400|zhu4 li4|AS3|263|F|1 1|0.944
NBI-00401|gai3 bian1|AS1|149|M|3 3|0.944
NBI-00402|chu1 an4|AS3|161|F|3 4|1.152
NBI-00403|xue2 yuan4|AS3|522|M|3 3|1.536
NBI-00404|qi1 liu4|AS3|245|F|3 3|1.200
NBI-00405|yuan4 xiao4|AS3|525|M|4 3|1.888
NBI-00406|han4 zhu1|CSM|543|F|3 1|0.960
NBI-00407|ceng2 he2|THS|272|F|3 3|1.456
NBI-00408|lou2 shi4|AS1|300|F|2 1|0.960
NBI-00409|ce4 zhu4|AS3|511|F|4 1|1.248
NBI-00410|nong2 min2|THS|057|F|3 3|1.520
NBI-00411|chun1 lai2|AS1|106|M|3 2|1.232
NBI-00412|dian4 ying3|AS3|254|F|2 3|1.648
NBI-00413|da4 hua1|THS|059|F|4 3|1.600
NBI-00414|jian1 chi2|THS|031|F|1 3|1.024
NBI-00415|gao1 chu4|THS|048|F|3 4|1.008
NBI-00416|chang2 cheng2|AS1|432|F|3 3|1.040
NBI-00417|yi4 fang1|AS3|539|M|3 3|0.944
NBI-00418|lao2 ban3|AS3|542|M|3 4|1.248
NBI-00419|yan2 se4|THS|051|F|3 4|0.960
NBI-00420|lai2 shuo1|THS|035|F|3 1|1.024
NBI-00421|zai4 dong1|AS3|524|M|3 3|1.216
NBI-00422|xi3 ju4|AS3|161|F|4 4|1.296
NBI-00423|ran2 qi4|AS1|372|F|2 1|1.040
NBI-00424|i4 zai4|AS1|545|F|4 3|1.216
NBI-00425|ren2 cai2|THS|063|F|3 3|1.056
NBI-00426|liu4 ling2|AS3|519|M|4 3|1.472
NBI-00427|lv4 di4|AS1|371|F|1 4|1.008
NBI-00428|qu4 nian2|THS|063|F|4 3|0.912
NBI-00429|yu2 shi4|THS|061|F|3 3|1.504
NBI-00430|fan4 zhuo1|AS3|269|F|1 1|0.960
NBI-00431|er4 xian4|AS1|145|M|3 3|0.992
NBI-00432|cheng2 xiao1|AS3|197|F|3 1|0.960
NBI-00433|cu4 jin4|AS1|496|M|3 3|1.216
NBI-00434|xing2 zheng4|THS|029|M|3 4|1.056
NBI-00435|san1 lou2|AS3|237|F|3 3|1.024
NBI-00436|du1 qu1|THS|020|F|1 3|0.928
NBI-00437|yu4 he2|THS|044|F|3 3|0.912
NBI-00438|yan2 jiu1|AS1|290|F|3 3|0.976
NBI-00439|yi1 di2|AS3|259|F|1 3|0.928
NBI-00440|yi2 ge4|THS|052|F|3 3|1.008
NBI-00441|si4 bai3|AS3|512|F|1 3|1.072
NBI-00442|li4 lv4|AS3|519|M|3 3|1.440
NBI-00443|wan4 ling2|AS3|515|M|3 3|1.056
NBI-00444|shan4 yu2|THS|035|F|4 3|0.928
NBI-00445|ri4 bao4|AS3|534|M|3 4|0.912
NBI-00446|zhi1 qi1|AS1|130|M|3 3|1.392
NBI-00447|jia4 ge2|AS3|193|F|1 1|0.960
NBI-00448|fu4 ben3|AS1|462|F|1 3|1.040
NBI-00449|shang4 shi4|AS1|450|F|3 3|1.056
NBI-00450|xin1 li4|THS|029|M|3 4|0.960
NBI-00451|zei4 yi4|AS3|613|M|3 3|1.008
NBI-00452|zhi4 ye4|AS3|524|M|3 3|0.960
NBI-00453|er2 shang4|AS1|382|F|2 1|0.976
NBI-00454|pei2 xun4|THS|024|F|3 3|0.912
NBI-00455|huan2 bi3|AS1|341|F|3 3|1.024
